SECTOR IES,NIVEL DE FORMACIÓN,NIVEL ACADÉMICO,MODALIDAD,ÁREA DE CONOCIMIENTO,CARÁCTER IES,IES ACREDITADA,PROGRAMA ACREDITADO,SEXO,DEPARTAMENTO DE OFERTA DEL PROGRAMA,SEMESTRE,MATRICULADOS,GRADUADOS,MATRICULADOS PRIMER CURSO,TASA_NO_GRADUACION,RIESGO_DESERCION
Privado,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Atlántico,1.0,4.0,0.0,2.0,1.0,1
Privado,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Atlántico,2.0,4.0,0.0,0.0,1.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,Valle del Cauca,1.0,1.0,0.0,0.0,1.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias de la educación,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,"Bogotá, D.C.",1.0,4.0,2.0,0.0,0.5,0
Privado,Universitario,Pregrado,Presencial,Ciencias de la educación,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,"Bogotá, D.C.",2.0,5.0,0.0,0.0,1.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias de la educación,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,"Bogotá, D.C.",1.0,33.0,10.0,0.0,0.696969696969697,1
Privado,Universitario,Pregrado,Presencial,Ciencias de la educación,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,"Bogotá, D.C.",2.0,26.0,29.0,0.0,0.0,0
Privado,Universitario,Pregrado,Presencial,Bellas artes,Institución Técnica Profesional,No,No,Femenino,"Bogotá, D.C.",1.0,78.0,3.0,21.0,0.9615384615384616,1
Privado,Universitario,Pregrado,Presencial,Bellas artes,Institución Técnica Profesional,No,No,Femenino,"Bogotá, D.C.",2.0,104.0,27.0,26.0,0.7403846153846154,1
Privado,Universitario,Pregrado,Presencial,Bellas artes,Institución Técnica Profesional,No,No,Masculino,"Bogotá, D.C.",1.0,131.0,4.0,36.0,0.9694656488549618,1
Privado,Universitario,Pregrado,Presencial,Bellas artes,Institución Técnica Profesional,No,No,Masculino,"Bogotá, D.C.",2.0,173.0,50.0,45.0,0.7109826589595376,1
Privado,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Técnica Profesional,No,No,Femenino,"Bogotá, D.C.",1.0,190.0,18.0,58.0,0.9052631578947369,1
Privado,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Técnica Profesional,No,No,Femenino,"Bogotá, D.C.",2.0,209.0,32.0,56.0,0.84688995215311,1
Privado,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Técnica Profesional,No,No,Masculino,"Bogotá, D.C.",1.0,247.0,31.0,77.0,0.8744939271255061,1
Privado,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Técnica Profesional,No,No,Masculino,"Bogotá, D.C.",2.0,254.0,40.0,52.0,0.8425196850393701,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Boyacá,1.0,81.0,13.0,5.0,0.8395061728395061,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Boyacá,2.0,70.0,9.0,11.0,0.8714285714285714,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Boyacá,1.0,453.0,39.0,38.0,0.9139072847682119,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Boyacá,2.0,402.0,42.0,34.0,0.8955223880597015,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Antioquia,1.0,97.0,53.0,61.0,0.45360824742268047,0
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Antioquia,2.0,97.0,99.0,33.0,0.0,0
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Antioquia,1.0,71.0,37.0,39.0,0.47887323943661975,0
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Antioquia,2.0,55.0,64.0,19.0,0.0,0
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Risaralda,1.0,453.0,34.0,50.0,0.924944812362031,1
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Risaralda,2.0,464.0,23.0,40.0,0.9504310344827587,1
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Risaralda,1.0,212.0,21.0,21.0,0.9009433962264151,1
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Risaralda,2.0,218.0,10.0,27.0,0.9541284403669725,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Antioquia,1.0,939.0,92.0,65.0,0.9020234291799787,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Antioquia,2.0,862.0,141.0,63.0,0.8364269141531322,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Antioquia,1.0,852.0,57.0,49.0,0.9330985915492958,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Antioquia,2.0,774.0,111.0,56.0,0.8565891472868217,1
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Risaralda,1.0,238.0,0.0,47.0,1.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Risaralda,2.0,250.0,36.0,33.0,0.856,1
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Risaralda,1.0,90.0,0.0,12.0,1.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Risaralda,2.0,87.0,17.0,8.0,0.8045977011494253,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Boyacá,1.0,79.0,2.0,8.0,0.9746835443037974,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Boyacá,2.0,73.0,9.0,4.0,0.8767123287671232,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Boyacá,1.0,276.0,11.0,29.0,0.9601449275362319,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Boyacá,2.0,280.0,13.0,29.0,0.9535714285714285,1
Privado,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,4.0,0.0,0.0,1.0,1
Privado,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,7.0,0.0,0.0,1.0,1
Privado,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,1.0,7.0,0.0,0.0,0
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,"Bogotá, D.C.",1.0,8.0,2.0,0.0,0.75,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,"Bogotá, D.C.",2.0,4.0,3.0,0.0,0.25,0
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Universitaria/Escuela Tecnológica,No,No,Masculino,"Bogotá, D.C.",1.0,30.0,12.0,0.0,0.6,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Universitaria/Escuela Tecnológica,No,No,Masculino,"Bogotá, D.C.",2.0,25.0,6.0,0.0,0.76,1
Oficial,Doctorado,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,Bolívar,1.0,13.0,1.0,2.0,0.9230769230769231,1
Oficial,Doctorado,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,Magdalena,1.0,2.0,0.0,0.0,1.0,1
Oficial,Doctorado,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,Bolívar,2.0,3.0,0.0,1.0,1.0,1
Oficial,Doctorado,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,Magdalena,2.0,1.0,0.0,0.0,1.0,1
Oficial,Doctorado,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,Bolívar,1.0,11.0,1.0,2.0,0.9090909090909091,1
Oficial,Doctorado,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,Magdalena,1.0,1.0,0.0,0.0,1.0,1
Oficial,Doctorado,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,Bolívar,2.0,5.0,1.0,2.0,0.8,1
Oficial,Doctorado,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,Magdalena,2.0,1.0,0.0,0.0,1.0,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,No,Femenino,Tolima,1.0,171.0,1.0,26.0,0.9941520467836258,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,No,Femenino,Tolima,2.0,179.0,3.0,23.0,0.9832402234636871,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,No,Masculino,Tolima,1.0,115.0,0.0,13.0,1.0,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,No,Masculino,Tolima,2.0,115.0,4.0,14.0,0.9652173913043478,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Santander,1.0,11.0,0.0,0.0,1.0,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Santander,1.0,16.0,2.0,0.0,0.875,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Santander,2.0,4.0,6.0,0.0,0.0,0
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,144.0,21.0,16.0,0.8541666666666666,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,134.0,22.0,13.0,0.835820895522388,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,92.0,8.0,6.0,0.9130434782608696,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,91.0,6.0,7.0,0.9340659340659341,1
Oficial,Doctorado,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,Valle del Cauca,1.0,10.0,0.0,1.0,1.0,1
Oficial,Doctorado,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,Valle del Cauca,2.0,11.0,0.0,3.0,1.0,1
Oficial,Doctorado,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Valle del Cauca,1.0,20.0,0.0,0.0,1.0,1
Oficial,Doctorado,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Valle del Cauca,2.0,21.0,3.0,1.0,0.8571428571428572,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Bolívar,1.0,18.0,21.0,0.0,0.0,0
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Bolívar,2.0,23.0,14.0,19.0,0.3913043478260869,0
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Bolívar,1.0,5.0,3.0,0.0,0.4,0
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Bolívar,2.0,4.0,5.0,4.0,0.0,0
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Valle del Cauca,1.0,24.0,11.0,11.0,0.5416666666666667,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Valle del Cauca,2.0,26.0,13.0,14.0,0.5,0
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Valle del Cauca,1.0,8.0,3.0,5.0,0.625,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Valle del Cauca,2.0,7.0,4.0,2.0,0.4285714285714286,0
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,40.0,22.0,29.0,0.44999999999999996,0
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,14.0,12.0,0.0,0.1428571428571429,0
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,12.0,6.0,8.0,0.5,0
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,5.0,4.0,1.0,0.19999999999999996,0
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Cauca,1.0,755.0,169.0,86.0,0.776158940397351,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Cauca,2.0,729.0,164.0,53.0,0.7750342935528121,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Cauca,1.0,139.0,39.0,19.0,0.7194244604316546,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Cauca,2.0,132.0,24.0,11.0,0.8181818181818181,1
Oficial,Maestría,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,Antioquia,1.0,7.0,0.0,5.0,1.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,Antioquia,2.0,4.0,2.0,0.0,0.5,0
Oficial,Maestría,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,Antioquia,1.0,18.0,0.0,10.0,1.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,Antioquia,2.0,10.0,7.0,0.0,0.30000000000000004,0
Privado,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Antioquia,1.0,5.0,6.0,4.0,0.0,0
Privado,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Antioquia,2.0,5.0,0.0,5.0,1.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,No,No,Femenino,Cundinamarca,1.0,21.0,0.0,4.0,1.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,No,No,Femenino,Cundinamarca,2.0,17.0,2.0,0.0,0.8823529411764706,1
Oficial,Tecnológico,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,No,No,Masculino,Cundinamarca,1.0,116.0,6.0,9.0,0.9482758620689655,1
Oficial,Tecnológico,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,No,No,Masculino,Cundinamarca,2.0,89.0,6.0,0.0,0.9325842696629214,1
Oficial,Universitario,Pregrado,A distancia,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,Bolívar,1.0,945.0,24.0,122.0,0.9746031746031746,1
Oficial,Universitario,Pregrado,A distancia,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,Córdoba,1.0,436.0,0.0,51.0,1.0,1
Oficial,Universitario,Pregrado,A distancia,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,Bolívar,2.0,941.0,109.0,114.0,0.8841657810839533,1
Oficial,Universitario,Pregrado,A distancia,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,Córdoba,2.0,421.0,66.0,60.0,0.8432304038004751,1
Oficial,Universitario,Pregrado,A distancia,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Bolívar,1.0,595.0,13.0,83.0,0.9781512605042016,1
Oficial,Universitario,Pregrado,A distancia,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Córdoba,1.0,327.0,0.0,50.0,1.0,1
Oficial,Universitario,Pregrado,A distancia,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Bolívar,2.0,595.0,68.0,89.0,0.8857142857142857,1
Oficial,Universitario,Pregrado,A distancia,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Córdoba,2.0,315.0,40.0,45.0,0.873015873015873,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Tolima,1.0,175.0,7.0,26.0,0.96,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Tolima,2.0,169.0,24.0,17.0,0.8579881656804733,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Tolima,1.0,216.0,8.0,19.0,0.962962962962963,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Tolima,2.0,209.0,25.0,25.0,0.8803827751196173,1
Privado,Tecnológico,Pregrado,Virtual,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,Bolívar,1.0,1.0,4.0,0.0,0.0,0
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,13.0,5.0,0.0,0.6153846153846154,1
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,10.0,8.0,0.0,0.19999999999999996,0
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,3.0,2.0,0.0,0.33333333333333337,0
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,2.0,0.0,0.0,1.0,1
Privado,Universitario,Pregrado,Presencial,Bellas artes,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,"Bogotá, D.C.",1.0,115.0,6.0,42.0,0.9478260869565217,1
Privado,Universitario,Pregrado,Presencial,Bellas artes,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,"Bogotá, D.C.",2.0,137.0,10.0,44.0,0.927007299270073,1
Privado,Universitario,Pregrado,Presencial,Bellas artes,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,"Bogotá, D.C.",1.0,12.0,1.0,3.0,0.9166666666666666,1
Privado,Universitario,Pregrado,Presencial,Bellas artes,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,"Bogotá, D.C.",2.0,10.0,0.0,3.0,1.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Tecnológica,Si,Si,Femenino,Cundinamarca,1.0,23.0,0.0,7.0,1.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Tecnológica,Si,Si,Femenino,Cundinamarca,2.0,22.0,6.0,0.0,0.7272727272727273,1
Oficial,Tecnológico,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Tecnológica,Si,Si,Masculino,Cundinamarca,1.0,34.0,0.0,12.0,1.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Tecnológica,Si,Si,Masculino,Cundinamarca,2.0,33.0,16.0,0.0,0.5151515151515151,1
Oficial,Tecnológico,Pregrado,Presencial,Bellas artes,Institución Tecnológica,No,No,Femenino,Antioquia,1.0,6.0,0.0,4.0,1.0,1
Oficial,Tecnológico,Pregrado,Presencial,Bellas artes,Institución Tecnológica,No,No,Femenino,Antioquia,2.0,7.0,3.0,3.0,0.5714285714285714,1
Oficial,Tecnológico,Pregrado,Presencial,Bellas artes,Institución Tecnológica,No,No,Masculino,Antioquia,1.0,5.0,0.0,2.0,1.0,1
Oficial,Tecnológico,Pregrado,Presencial,Bellas artes,Institución Tecnológica,No,No,Masculino,Antioquia,2.0,7.0,3.0,3.0,0.5714285714285714,1
Oficial,Formación técnica profesional,Pregrado,Presencial,Bellas artes,Institución Tecnológica,No,No,Femenino,Antioquia,1.0,41.0,0.0,20.0,1.0,1
Oficial,Formación técnica profesional,Pregrado,Presencial,Bellas artes,Institución Tecnológica,No,No,Femenino,Antioquia,2.0,40.0,7.0,5.0,0.825,1
Oficial,Formación técnica profesional,Pregrado,Presencial,Bellas artes,Institución Tecnológica,No,No,Masculino,Antioquia,1.0,23.0,0.0,11.0,1.0,1
Oficial,Formación técnica profesional,Pregrado,Presencial,Bellas artes,Institución Tecnológica,No,No,Masculino,Antioquia,2.0,26.0,7.0,8.0,0.7307692307692308,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Tecnológica,No,No,Femenino,Norte de Santander,1.0,58.0,16.0,15.0,0.7241379310344828,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Tecnológica,No,No,Femenino,Norte de Santander,2.0,46.0,14.0,4.0,0.6956521739130435,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Tecnológica,No,No,Masculino,Norte de Santander,1.0,19.0,9.0,4.0,0.5263157894736843,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Tecnológica,No,No,Masculino,Norte de Santander,2.0,17.0,8.0,4.0,0.5294117647058824,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Bolívar,1.0,171.0,9.0,26.0,0.9473684210526316,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Bolívar,2.0,174.0,8.0,17.0,0.9540229885057472,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Bolívar,1.0,98.0,4.0,15.0,0.9591836734693877,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Bolívar,2.0,88.0,3.0,8.0,0.9659090909090909,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Universitaria/Escuela Tecnológica,Si,Si,Femenino,Cauca,1.0,131.0,0.0,40.0,1.0,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Universitaria/Escuela Tecnológica,Si,Si,Femenino,Cauca,2.0,155.0,8.0,35.0,0.9483870967741935,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Universitaria/Escuela Tecnológica,Si,Si,Masculino,Cauca,1.0,441.0,9.0,124.0,0.9795918367346939,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Universitaria/Escuela Tecnológica,Si,Si,Masculino,Cauca,2.0,461.0,18.0,87.0,0.9609544468546638,1
Oficial,Universitario,Pregrado,A distancia,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Bolívar,1.0,2.0,3.0,0.0,0.0,0
Oficial,Universitario,Pregrado,A distancia,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Bolívar,2.0,2.0,2.0,0.0,0.0,0
Oficial,Universitario,Pregrado,A distancia,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Bolívar,1.0,11.0,9.0,0.0,0.18181818181818177,0
Oficial,Universitario,Pregrado,A distancia,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Córdoba,1.0,1.0,0.0,0.0,1.0,1
Oficial,Universitario,Pregrado,A distancia,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Bolívar,2.0,3.0,12.0,0.0,0.0,0
Oficial,Formación técnica profesional,Pregrado,A distancia,"Agronomía, veterinaria y afines",Universidad,Si,No,Femenino,Santander,1.0,120.0,3.0,54.0,0.975,1
Oficial,Formación técnica profesional,Pregrado,A distancia,"Agronomía, veterinaria y afines",Universidad,Si,No,Femenino,Santander,2.0,249.0,38.0,165.0,0.8473895582329317,1
Oficial,Formación técnica profesional,Pregrado,A distancia,"Agronomía, veterinaria y afines",Universidad,Si,No,Masculino,Santander,1.0,176.0,6.0,94.0,0.9659090909090909,1
Oficial,Formación técnica profesional,Pregrado,A distancia,"Agronomía, veterinaria y afines",Universidad,Si,No,Masculino,Santander,2.0,250.0,49.0,128.0,0.804,1
Oficial,Tecnológico,Pregrado,A distancia,"Agronomía, veterinaria y afines",Universidad,Si,No,Femenino,Santander,1.0,53.0,1.0,20.0,0.9811320754716981,1
Oficial,Tecnológico,Pregrado,A distancia,"Agronomía, veterinaria y afines",Universidad,Si,No,Femenino,Santander,2.0,31.0,51.0,9.0,0.0,0
Oficial,Tecnológico,Pregrado,A distancia,"Agronomía, veterinaria y afines",Universidad,Si,No,Masculino,Santander,1.0,80.0,1.0,33.0,0.9875,1
Oficial,Tecnológico,Pregrado,A distancia,"Agronomía, veterinaria y afines",Universidad,Si,No,Masculino,Santander,2.0,52.0,73.0,12.0,0.0,0
Privado,Tecnológico,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Valle del Cauca,1.0,15.0,3.0,0.0,0.8,1
Privado,Tecnológico,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Valle del Cauca,2.0,13.0,3.0,0.0,0.7692307692307692,1
