SECTOR IES,NIVEL DE FORMACIÓN,NIVEL ACADÉMICO,MODALIDAD,ÁREA DE CONOCIMIENTO,CARÁCTER IES,IES ACREDITADA,PROGRAMA ACREDITADO,SEXO,DEPARTAMENTO DE OFERTA DEL PROGRAMA,SEMESTRE,MATRICULADOS,GRADUADOS,MATRICULADOS PRIMER CURSO,TASA_NO_GRADUACION,RIESGO_DESERCION,PROB_RIESGO_ALTO,PRED_RIESGO
Privado,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Antioquia,1.0,29.0,9.0,14.0,0.6896551724137931,1,83.0,1
Privado,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Antioquia,2.0,19.0,18.0,9.0,0.0526315789473684,0,24.0,0
Privado,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Antioquia,1.0,25.0,18.0,10.0,0.28,0,17.0,0
Privado,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Antioquia,2.0,22.0,13.0,12.0,0.409090909090909,0,30.0,0
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Bolívar,1.0,357.0,89.0,94.0,0.7507002801120448,1,100.0,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Bolívar,2.0,370.0,59.0,77.0,0.8405405405405405,1,99.0,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Bolívar,1.0,278.0,54.0,67.0,0.8057553956834532,1,100.0,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Bolívar,2.0,268.0,43.0,37.0,0.8395522388059702,1,100.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,Bolívar,2.0,1.0,0.0,1.0,1.0,1,86.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Bolívar,2.0,9.0,0.0,9.0,1.0,1,77.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,No,No,Femenino,"Bogotá, D.C.",1.0,1801.0,139.0,332.0,0.9228206551915602,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,No,No,Femenino,"Bogotá, D.C.",2.0,1713.0,164.0,193.0,0.9042615294804436,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,No,No,Masculino,"Bogotá, D.C.",1.0,941.0,55.0,177.0,0.9415515409139212,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,No,No,Masculino,"Bogotá, D.C.",2.0,903.0,65.0,84.0,0.9280177187153932,1,100.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Femenino,Chocó,1.0,32.0,2.0,1.0,0.9375,1,97.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Femenino,Chocó,2.0,8.0,6.0,0.0,0.25,0,17.0,0
Oficial,Tecnológico,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Masculino,Chocó,1.0,4.0,2.0,0.0,0.5,0,27.0,0
Oficial,Tecnológico,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Masculino,Chocó,2.0,2.0,2.0,0.0,0.0,0,23.0,0
Privado,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,Si,Femenino,Antioquia,1.0,32.0,21.0,16.0,0.34375,0,38.0,0
Privado,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,Si,Femenino,Antioquia,2.0,26.0,14.0,8.0,0.4615384615384615,0,43.0,0
Privado,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,Si,Masculino,Antioquia,1.0,17.0,13.0,12.0,0.2352941176470588,0,85.0,1
Privado,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,Si,Masculino,Antioquia,2.0,18.0,8.0,7.0,0.5555555555555556,1,96.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,No,No,Femenino,Caquetá,1.0,14.0,5.0,0.0,0.6428571428571428,1,97.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,No,No,Femenino,Caquetá,2.0,13.0,2.0,0.0,0.8461538461538461,1,91.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,No,No,Masculino,Caquetá,1.0,18.0,7.0,0.0,0.6111111111111112,1,99.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,No,No,Masculino,Caquetá,2.0,16.0,4.0,0.0,0.75,1,89.0,1
Privado,Maestría,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Bolívar,1.0,5.0,1.0,1.0,0.8,1,92.0,1
Privado,Maestría,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Bolívar,2.0,4.0,3.0,0.0,0.25,0,14.8,0
Privado,Maestría,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Bolívar,1.0,22.0,3.0,7.0,0.8636363636363636,1,96.0,1
Privado,Maestría,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Bolívar,2.0,20.0,2.0,4.0,0.9,1,95.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Atlántico,1.0,11.0,4.0,11.0,0.6363636363636364,1,71.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Atlántico,2.0,15.0,2.0,1.0,0.8666666666666667,1,96.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Atlántico,1.0,11.0,5.0,11.0,0.5454545454545454,1,76.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Atlántico,2.0,9.0,0.0,0.0,1.0,1,91.4,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Atlántico,1.0,12.0,11.0,12.0,0.0833333333333333,0,70.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Atlántico,2.0,13.0,0.0,2.0,1.0,1,93.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Atlántico,1.0,6.0,4.0,6.0,0.3333333333333333,0,20.6,0
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Atlántico,2.0,9.0,1.0,3.0,0.8888888888888888,1,90.1,1
Privado,Especialización universitaria,Posgrado,Virtual,Ciencias de la educación,Universidad,Si,No,Femenino,Cundinamarca,1.0,19.0,2.0,17.0,0.8947368421052632,1,86.0,1
Privado,Especialización universitaria,Posgrado,Virtual,Ciencias de la educación,Universidad,Si,No,Femenino,Cundinamarca,2.0,22.0,2.0,5.0,0.9090909090909092,1,86.1,1
Privado,Especialización universitaria,Posgrado,Virtual,Ciencias de la educación,Universidad,Si,No,Masculino,Cundinamarca,1.0,5.0,0.0,4.0,1.0,1,95.0,1
Privado,Especialización universitaria,Posgrado,Virtual,Ciencias de la educación,Universidad,Si,No,Masculino,Cundinamarca,2.0,4.0,1.0,1.0,0.75,1,59.1,1
Privado,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,Cundinamarca,1.0,5.0,0.0,1.0,1.0,1,95.0,1
Privado,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,Cundinamarca,2.0,5.0,1.0,0.0,0.8,1,95.0,1
Privado,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,Cundinamarca,1.0,7.0,0.0,1.0,1.0,1,100.0,1
Privado,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,Cundinamarca,2.0,8.0,1.0,2.0,0.875,1,100.0,1
Privado,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Femenino,Valle del Cauca,1.0,45.0,12.0,11.0,0.7333333333333334,1,98.0,1
Privado,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Femenino,Atlántico,2.0,5.0,0.0,4.0,1.0,1,96.0,1
Privado,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Femenino,Valle del Cauca,2.0,39.0,20.0,13.0,0.4871794871794872,0,38.0,0
Privado,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Masculino,Valle del Cauca,1.0,48.0,9.0,12.0,0.8125,1,93.0,1
Privado,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Masculino,Atlántico,2.0,6.0,0.0,6.0,1.0,1,87.0,1
Privado,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Masculino,Valle del Cauca,2.0,41.0,21.0,11.0,0.4878048780487805,0,31.0,0
Oficial,Maestría,Posgrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,No,Femenino,Quindío,1.0,3.0,2.0,0.0,0.3333333333333333,0,40.8,0
Oficial,Maestría,Posgrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,No,Femenino,Quindío,2.0,1.0,2.0,0.0,0.0,0,29.0,0
Oficial,Maestría,Posgrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,No,Masculino,Quindío,1.0,5.0,4.0,0.0,0.1999999999999999,0,73.7,1
Oficial,Maestría,Posgrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,No,Masculino,Quindío,2.0,4.0,2.0,0.0,0.5,0,34.1,0
Privado,Maestría,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,4.0,2.0,3.0,0.5,0,36.4,0
Privado,Maestría,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,6.0,1.0,1.0,0.8333333333333334,1,94.1,1
Privado,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,No,Femenino,Valle del Cauca,1.0,14.0,3.0,0.0,0.7857142857142857,1,100.0,1
Privado,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,No,Femenino,Valle del Cauca,2.0,17.0,7.0,9.0,0.5882352941176471,1,99.0,1
Privado,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,No,Masculino,Valle del Cauca,1.0,3.0,3.0,0.0,0.0,0,11.0,0
Privado,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,No,Masculino,Valle del Cauca,2.0,4.0,5.0,3.0,0.0,0,37.0,0
Oficial,Tecnológico,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Antioquia,1.0,9.0,2.0,0.0,0.7777777777777778,1,94.5,1
Oficial,Tecnológico,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Antioquia,2.0,9.0,0.0,0.0,1.0,1,93.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Antioquia,1.0,5.0,3.0,0.0,0.4,0,33.4,0
Oficial,Tecnológico,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Antioquia,2.0,3.0,2.0,0.0,0.3333333333333333,0,41.0,0
Privado,Especialización universitaria,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,Santander,1.0,6.0,1.0,6.0,0.8333333333333334,1,37.3,0
Privado,Especialización universitaria,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,Santander,2.0,6.0,3.0,0.0,0.5,0,59.0,1
Privado,Especialización universitaria,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Santander,1.0,3.0,0.0,3.0,1.0,1,84.2,1
Privado,Especialización universitaria,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Santander,2.0,2.0,1.0,0.0,0.5,0,34.4,0
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Antioquia,1.0,146.0,17.0,18.0,0.8835616438356164,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,"Bogotá, D.C.",1.0,235.0,13.0,23.0,0.9446808510638298,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Cesar,1.0,61.0,0.0,0.0,1.0,1,90.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Chocó,1.0,176.0,18.0,28.0,0.8977272727272727,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Huila,1.0,76.0,5.0,16.0,0.9342105263157896,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,La Guajira,1.0,142.0,3.0,54.0,0.9788732394366196,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Risaralda,1.0,214.0,21.0,19.0,0.9018691588785048,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Sucre,1.0,203.0,20.0,39.0,0.9014778325123152,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Valle del Cauca,1.0,310.0,23.0,42.0,0.9258064516129032,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Antioquia,2.0,119.0,19.0,0.0,0.8403361344537815,1,95.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,"Bogotá, D.C.",2.0,209.0,34.0,20.0,0.8373205741626795,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Cesar,2.0,76.0,3.0,22.0,0.9605263157894736,1,99.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Chocó,2.0,180.0,13.0,27.0,0.9277777777777778,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Huila,2.0,75.0,4.0,0.0,0.9466666666666668,1,78.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,La Guajira,2.0,160.0,5.0,32.0,0.96875,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Risaralda,2.0,207.0,9.0,9.0,0.9565217391304348,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Sucre,2.0,202.0,9.0,25.0,0.9554455445544554,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Valle del Cauca,2.0,299.0,36.0,26.0,0.8795986622073578,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Antioquia,1.0,30.0,2.0,2.0,0.9333333333333332,1,97.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,"Bogotá, D.C.",1.0,43.0,2.0,3.0,0.9534883720930232,1,99.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Cesar,1.0,5.0,0.0,0.0,1.0,1,89.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Chocó,1.0,14.0,1.0,4.0,0.9285714285714286,1,98.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Huila,1.0,13.0,0.0,2.0,1.0,1,97.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,La Guajira,1.0,35.0,0.0,14.0,1.0,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Risaralda,1.0,36.0,3.0,3.0,0.9166666666666666,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Sucre,1.0,20.0,4.0,3.0,0.8,1,99.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Valle del Cauca,1.0,53.0,1.0,7.0,0.981132075471698,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Antioquia,2.0,24.0,4.0,0.0,0.8333333333333334,1,98.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,"Bogotá, D.C.",2.0,38.0,2.0,4.0,0.9473684210526316,1,99.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Cesar,2.0,7.0,0.0,2.0,1.0,1,96.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Chocó,2.0,15.0,1.0,1.0,0.9333333333333332,1,99.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Huila,2.0,12.0,0.0,0.0,1.0,1,80.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,La Guajira,2.0,32.0,0.0,7.0,1.0,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Risaralda,2.0,35.0,4.0,6.0,0.8857142857142857,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Sucre,2.0,20.0,2.0,1.0,0.9,1,95.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Valle del Cauca,2.0,50.0,4.0,5.0,0.92,1,100.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Técnica Profesional,No,No,Femenino,Valle del Cauca,1.0,93.0,8.0,34.0,0.913978494623656,1,98.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Técnica Profesional,No,No,Femenino,Valle del Cauca,2.0,129.0,17.0,46.0,0.8682170542635659,1,96.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Técnica Profesional,No,No,Masculino,Valle del Cauca,1.0,32.0,3.0,11.0,0.90625,1,94.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Técnica Profesional,No,No,Masculino,Valle del Cauca,2.0,47.0,15.0,19.0,0.6808510638297872,1,96.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,Si,Femenino,Risaralda,1.0,64.0,8.0,17.0,0.875,1,100.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,Si,Femenino,Risaralda,2.0,60.0,7.0,0.0,0.8833333333333333,1,99.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,Si,Masculino,Risaralda,1.0,44.0,1.0,3.0,0.9772727272727272,1,100.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,Si,Masculino,Risaralda,2.0,48.0,7.0,0.0,0.8541666666666666,1,100.0,1
Privado,Tecnológico,Pregrado,Presencial,Bellas artes,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Antioquia,1.0,1.0,0.0,0.0,1.0,1,92.4,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Cesar,1.0,311.0,16.0,49.0,0.9485530546623794,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Cesar,2.0,315.0,25.0,25.0,0.9206349206349208,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Cesar,1.0,300.0,23.0,47.0,0.9233333333333332,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Cesar,2.0,281.0,22.0,22.0,0.9217081850533808,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Norte de Santander,1.0,97.0,10.0,16.0,0.8969072164948454,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Norte de Santander,2.0,84.0,12.0,5.0,0.8571428571428572,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Norte de Santander,1.0,107.0,9.0,12.0,0.9158878504672896,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Norte de Santander,2.0,103.0,14.0,7.0,0.8640776699029127,1,100.0,1
Oficial,Especialización universitaria,Posgrado,Virtual,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Boyacá,1.0,1.0,0.0,0.0,1.0,1,96.0,1
Oficial,Especialización universitaria,Posgrado,Virtual,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Chocó,1.0,1.0,0.0,0.0,1.0,1,94.0,1
Oficial,Especialización universitaria,Posgrado,Virtual,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Risaralda,1.0,1.0,0.0,0.0,1.0,1,99.0,1
Oficial,Especialización universitaria,Posgrado,Virtual,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Tolima,1.0,1.0,0.0,0.0,1.0,1,97.0,1
Oficial,Especialización universitaria,Posgrado,Virtual,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Atlántico,2.0,1.0,0.0,0.0,1.0,1,89.0,1
Oficial,Especialización universitaria,Posgrado,Virtual,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Tolima,2.0,1.0,2.0,0.0,0.0,0,17.3,0
Oficial,Especialización universitaria,Posgrado,Virtual,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Casanare,1.0,1.0,0.0,0.0,1.0,1,93.0,1
Oficial,Especialización universitaria,Posgrado,Virtual,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Cundinamarca,1.0,1.0,0.0,0.0,1.0,1,97.0,1
Oficial,Especialización universitaria,Posgrado,Virtual,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Risaralda,1.0,1.0,0.0,0.0,1.0,1,85.6,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Risaralda,1.0,85.0,7.0,9.0,0.9176470588235294,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Risaralda,2.0,74.0,16.0,0.0,0.7837837837837838,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Risaralda,1.0,12.0,3.0,3.0,0.75,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Risaralda,2.0,12.0,2.0,0.0,0.8333333333333334,1,96.0,1
Privado,Universitario,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Femenino,Antioquia,1.0,56.0,1.0,15.0,0.9821428571428572,1,100.0,1
Privado,Universitario,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Femenino,Antioquia,2.0,57.0,2.0,7.0,0.9649122807017544,1,100.0,1
Privado,Universitario,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Masculino,Antioquia,1.0,63.0,1.0,12.0,0.9841269841269842,1,99.0,1
Privado,Universitario,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Masculino,Antioquia,2.0,53.0,9.0,2.0,0.8301886792452831,1,100.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,No,No,Femenino,Cesar,1.0,24.0,0.0,0.0,1.0,1,99.2,1
Oficial,Tecnológico,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,No,No,Femenino,Cesar,2.0,17.0,4.0,0.0,0.7647058823529411,1,79.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,No,No,Masculino,Cesar,1.0,21.0,3.0,0.0,0.8571428571428572,1,100.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,No,No,Masculino,Cesar,2.0,15.0,1.0,0.0,0.9333333333333332,1,90.0,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,Si,Femenino,Antioquia,1.0,167.0,4.0,54.0,0.9760479041916168,1,100.0,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,Si,Femenino,Antioquia,2.0,160.0,16.0,22.0,0.9,1,99.0,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,Si,Masculino,Antioquia,1.0,190.0,2.0,29.0,0.9894736842105264,1,100.0,1
